,ddc,주류(한글),강목(한글),요목(한글),세목(한글)
729,320.4,사회 과학,정치 과학,정치학(정치 및 정부),정부의 구조와 기능
730,320.5,사회 과학,정치 과학,정치학(정치 및 정부),정치적 이념
731,320.6,사회 과학,정치 과학,정치학(정치 및 정부),정책 수립
732,320.8,사회 과학,정치 과학,정치학(정치 및 정부),지방 정부
733,320.9,사회 과학,정치 과학,정치학(정치 및 정부),정치적 상황과 여건
734,321,사회 과학,정치 과학,정부와 국가의 시스템,정부 및 국가 시스템
735,321.001-321.009,사회 과학,정치 과학,정부 및 국가 시스템,표준 세분
736,321.01,사회 과학,정치 과학,정부와 국가의 시스템,*국가의 일부를 전체와 연결하는 시스템
737,321.02-321.08,사회 과학,정치 과학,정부와 국가의 시스템,상태의 종류
738,321.09,사회 과학,정치 과학,정부와 국가의 시스템,정부 시스템의 변화
739,321.1,사회 과학,정치 과학,정부와 국가의 시스템,가족 기반 정부
740,321.3-321.9,사회 과학,정치 과학,정부와 국가의 시스템,권한의 출처 또는 행사에 따라 정의되는 정부 시스템
741,322,사회 과학,정치 과학,국가와 조직화된 집단 및 그 구성원의 관계,국가와 조직화된 집단 및 그 구성원의 관계
742,322.1,사회 과학,정치 과학,국가와 조직화된 집단 및 그 구성원의 관계,종교 단체 및 단체
743,322.2,사회 과학,정치 과학,국가와 조직화된 집단 및 그 구성원의 관계,노동운동과 단체
744,322.3,사회 과학,정치 과학,국가와 조직 집단 및 그 구성원의 관계,비즈니스 및 산업
745,322.4,사회 과학,정치 과학,국가와 조직화된 집단 및 그 구성원의 관계,정치 활동 그룹
746,322.5,사회 과학,정치 과학,국가와 조직화된 집단 및 그 구성원의 관계,무장 서비스
747,323,사회 과학,정치 과학,"시민적, 정치적 권리","시민적, 정치적 권리"
748,323.01,사회 과학,정치 과학,시민권과 정치적 권리,철학과 이론
749,323.04,사회 과학,정치 과학,"시민적, 정치적 권리","시민참여; 저항, 억압, 박해"
750,323.06073,사회 과학,정치 과학,"시민적, 정치적 권리",시민권--조직--미국
751,323.075,사회 과학,정치 과학,"시민적, 정치적 권리","민권--박물관, . . ."
752,323.08,사회 과학,정치 과학,"시민적, 정치적 권리",사람들의 그룹
753,323.092,사회 과학,정치 과학,"시민적, 정치적 권리","민권 지도자, . . ."
754,323.094953,사회 과학,정치 과학,시민권과 정치적 권리,시민권--에피로스(그리스)
755,323.0973,사회 과학,정치 과학,"시민적, 정치적 권리",시민권--미국
756,323.09861,사회 과학,정치 과학,"시민적, 정치적 권리",시민권--콜롬비아
757,323.0994,사회 과학,정치 과학,시민권과 정치적 권리,시민권--호주
758,323.1,사회 과학,정치 과학,"시민적, 정치적 권리","비지배 집단의 시민적, 정치적 권리"
759,323.3,사회 과학,정치 과학,"시민적, 정치적 권리",다른 사회 집단의 시민권 및 정치적 권리
760,323.4,사회 과학,정치 과학,"시민적, 정치적 권리",특정 시민권; 민권의 제한 및 정지
761,323.5,사회 과학,정치 과학,"시민적, 정치적 권리",정치적 권리
762,323.6,사회 과학,정치 과학,"시민적, 정치적 권리",시민권 및 관련 주제
763,324,사회 과학,정치 과학,정치적 과정,정치적 과정
764,324[.023],사회 과학,정치 과학,정치적 과정,"직업, 직업, 취미로서의 정치"
765,324.02854678,사회 과학,정치 과학,정치 과정,정치적 과정--인터넷
766,324.09,사회 과학,정치 과학,정치적 과정,"역사, 지리적 처리, 전기"
767,324.1,사회 과학,정치 과학,정치적 과정,"국제당조직, 보조단체, 활동"
768,324.2,사회 과학,정치 과학,정치적 과정,정당
769,324.3,사회 과학,정치 과학,정치 과정,보조당조직
770,324.4,사회 과학,정치 과학,정치적 과정,이익집단과 압력집단
771,324.5,사회 과학,정치 과학,정치적 과정,후보자 추천
772,324.6,사회 과학,정치 과학,정치적 과정,선거 시스템 및 절차 선거권
773,324.7,사회 과학,정치 과학,정치적 과정,선거운동 실시
774,324.9,사회 과학,정치 과학,정치적 과정,선거의 역사와 지리적 처리
775,325,사회 과학,정치 과학,국제 이주와 식민지화,국제 이주와 식민지화
776,325[.094-325.099],사회 과학,정치 과학,국제 이주와 식민지화,"현대 세계의 특정 대륙, 국가, 지역"
777,325.1,사회 과학,정치 과학,국제 이주와 식민지화,지역으로의 국제이주(Immigration)
778,325.2,사회 과학,정치 과학,국제 이주와 식민지화,지역으로부터의 국제이주(Emigration) 및 난민
779,325.3,사회 과학,정치 과학,국제 이주와 식민지화,식민지화
780,325.4-325.9,사회 과학,정치 과학,국제 이주와 식민지화,"현대 세계의 특정 대륙, 국가, 지역으로의 국제 이주 및 식민지화"
781,326,사회 과학,정치 과학,노예제도와 해방,노예제도와 해방
782,326.8,사회 과학,정치 과학,노예제도와 해방,해방
783,327,사회 과학,정치 과학,국제 관계,국제 관계
784,327[.01],사회 과학,정치 과학,국제 관계,철학과 이론
785,327.06,사회 과학,정치 과학,국제 관계,조직
786,327.09,사회 과학,정치 과학,국제 관계,"역사, 지리적 처리, 전기"
787,327.1,사회 과학,정치 과학,국제 관계,외교 정책 및 국제 관계의 특정 주제
788,327.2,사회 과학,정치 과학,국제 관계,외교
789,327.3-327.9,사회 과학,정치 과학,국제 관계,"특정 대륙, 국가, 지역의 대외관계"
790,328,사회 과학,정치 과학,입법 과정,입법 과정
791,328.014,사회 과학,정치 과학,입법 과정,"입법 과정--언어, . . ."
792,328.0601,사회 과학,정치 과학,입법 과정,국제기구
793,328.068,사회 과학,정치 과학,입법 과정,관리
794,328.08,사회 과학,정치 과학,입법 과정,소수 의원
795,328.092,사회 과학,정치 과학,입법 과정,국회의원--전기
796,328[.094-328.099],사회 과학,정치 과학,입법 과정,"현대 세계의 특정 대륙, 국가, 지역의 입법 과정"
797,328.1,사회 과학,정치 과학,입법 과정,입법 기관의 규칙 및 절차
798,328.2,사회 과학,정치 과학,입법 과정,발의안과 국민투표
799,328.3,사회 과학,정치 과학,입법 과정,입법 기관의 특정 주제
800,328.4-328.9,사회 과학,정치 과학,입법 과정,"현대 세계의 특정 대륙, 국가, 지역의 입법 과정"
801,330,사회 과학,경제학,경제학,경제학
802,330.01,사회 과학,경제학,경제학,철학과 이론
803,330.02-330.08,사회 과학,경제학,경제학,표준 세분
804,330.09,사회 과학,경제학,경제학,"역사, 지리학, 학문으로서의 경제학 전기"
805,330.1,사회 과학,경제학,경제학,"시스템, 학교, 이론"
806,330.9,사회 과학,경제학,경제학,경제적 상황과 여건
807,331-333,사회 과학,경제학,"노동, 금융, 토지, 에너지의 경제학","노동, 금융, 토지, 에너지의 경제학"
808,331,사회 과학,경제학,"노동, 금융, 토지, 에너지의 경제학",노동경제학
809,332,사회 과학,경제학,"노동, 금융, 토지, 에너지의 경제학",금융경제학
810,333,사회 과학,경제학,"노동, 금융, 토지, 에너지의 경제학",토지와 에너지의 경제학
811,334,사회 과학,경제학,협동조합,협동조합
812,334.09598,사회 과학,경제학,협동조합,"협동조합--인도네시아, . . ."
813,334.1,사회 과학,경제학,협동조합,주택협동조합
814,334.2,사회 과학,경제학,협동조합,은행 및 신용 협동조합
815,334.5,사회 과학,경제학,협동조합,소비자협동조합
816,334.6,사회 과학,경제학,협동조합,생산자 협동조합
817,334.7,사회 과학,경제학,협동조합,혜택 사회
818,335,사회 과학,경제학,사회주의와 관련 시스템,사회주의와 관련 시스템
819,335.001-335.009,사회 과학,경제학,사회주의와 관련 시스템,표준 세분
820,335.02,사회 과학,경제학,사회주의와 관련 시스템,유토피아 시스템과 학교
821,335.1-335.3,사회 과학,경제학,사회주의와 관련 시스템,비마르크스주의와 준마르크스주의 사회주의
822,335.4,사회 과학,경제학,사회주의와 관련 시스템,마르크스주의 체계
823,335.5,사회 과학,경제학,사회주의와 관련 시스템,민주적 사회주의
824,335.6,사회 과학,경제학,사회주의와 관련 시스템,파시즘
825,335.7,사회 과학,경제학,사회주의와 관련 시스템,기독교 사회주의
826,335.8,사회 과학,경제학,사회주의와 관련 시스템,기타 시스템
827,336,사회 과학,경제학,공공 재정,공공 재정
828,336.001-336.005,사회 과학,경제학,공공 재정,표준 세분
829,336.006,사회 과학,경제학,공공 재정,조직
830,336.007-336.008,사회 과학,경제학,공공 재정,표준 세분
831,336[.009],사회 과학,경제학,공공 재정,"역사, 지리적 처리, 전기"
832,336.01,사회 과학,경제학,공공 재정,정부 차원의 공공재정
833,336.02,사회 과학,경제학,공공 재정,수익
834,336.09,사회 과학,경제학,공공 재정,"역사; 일반적으로 지역, 지역, 장소; 주권국가 연합; 전기; 고대 세계"
835,336.1-336.2,사회 과학,경제학,공공 재정,특정 형태의 수익
836,336.3,사회 과학,경제학,공공 재정,공공 부채 및 지출
837,336.4-336.9,사회 과학,경제학,공공 재정,"현대 세계의 특정 대륙, 국가, 지역의 공공 재정"
838,337,사회 과학,경제학,국제경제학,국제경제학
839,337.091724,사회 과학,경제학,국제경제학,"개발도상국-대외경제관계, . . ."
840,337[.093-337.099],사회 과학,경제학,국제경제학,"특정 대륙, 국가, 지역"
841,337.1,사회 과학,경제학,국제경제학,다자간 경제 협력
842,337.3-337.9,사회 과학,경제학,국제경제학,특정 관할권 및 관할권 그룹의 대외 경제 정책 및 관계
843,338,사회 과학,경제학,생산,생산
844,338.001,사회 과학,경제학,생산,철학과 이론
845,338.002-338.008,사회 과학,경제학,생산,표준 세분
846,338[.009],사회 과학,경제학,생산,"역사, 지리적 처리, 전기"
847,338.01,사회 과학,경제학,생산,생산요소
848,338.02,사회 과학,경제학,생산,상품 및 서비스
849,338.04,사회 과학,경제학,생산,기업가 정신
850,338.06,사회 과학,경제학,생산,생산 효율성
851,338.09,사회 과학,경제학,생산,"역사, 지리적 처리, 전기"
852,338.1-338.4,사회 과학,경제학,생산,특정 업종
853,338.5,사회 과학,경제학,생산,일반생산경제학
854,338.6,사회 과학,경제학,생산,생산 조직
855,338.7,사회 과학,경제학,생산,기업
856,338.8,사회 과학,경제학,생산,조합
857,338.9,사회 과학,경제학,생산,"경제정책, 경제발전, 경제성장"
858,339,사회 과학,경제학,거시경제학 및 관련 주제,거시경제학 및 관련 주제
859,339.03,사회 과학,경제학,거시경제학 및 관련 주제,거시경제학-사전
860,339.2,사회 과학,경제학,거시경제학 및 관련 주제,소득과 부의 분배
861,339.3,사회 과학,경제학,거시경제학 및 관련 주제,제품 및 소득 계정
862,339.4,사회 과학,경제학,거시경제학 및 관련 주제,소득과 부에 영향을 미치는 요소
863,339.5,사회 과학,경제학,거시경제학 및 관련 주제,거시경제정책
864,340,사회 과학,법,법,법
865,340[.01],사회 과학,법,법,철학과 이론
866,340.02-340.09,사회 과학,법,법,표준 세분
867,340.1,사회 과학,법,법,철학과 법이론
868,340.2,사회 과학,법,법,비교법
869,340.3,사회 과학,법,법,법개정
870,340.5,사회 과학,법,법,법률 시스템
871,340.9,사회 과학,법,법,법률의 충돌
872,341,사회 과학,법,국제법,국가의 법
873,341.02,사회 과학,법,국가의 법,"잡록; 조약, 규약, 사례"
874,341.04,사회 과학,법,국가의 법,국내법과 국내법의 관계
875,341.09,사회 과학,법,국가의 법,"역사, 지리적 처리, 전기"
876,341.1,사회 과학,법,국가의 법,국가법의 출처
877,341.2-341.7,사회 과학,법,국가의 법,특정 주제
878,342-349,사회 과학,법,"법률 분야; 법률, 규정, 사례; 특정 관할권, 지역, 사회 경제적 지역의 법률","법률 분야; 법률, 규정, 사례; 특정 관할권, 지역, 사회 경제적 지역의 법률"
879,342-347,사회 과학,법,"법의 분야; 법률, 규정, 판례; 특정 관할권, 지역, 사회경제 지역의 법률",법률 분야
880,348,사회 과학,법,"법률 분야; 법률, 규정, 사례; 특정 관할권, 지역, 사회 경제적 지역의 법률","법률, 규정, 판례"
881,349,사회 과학,법,"법률 분야; 법률, 규정, 사례; 특정 관할권, 지역, 사회 경제적 지역의 법률","특정 관할권, 지역, 사회 경제적 지역, 지역 정부 간 조직의 법률"
882,350,사회 과학,행정학 및 군사학,행정학 및 군사학,행정학 및 군사학
883,351,사회 과학,행정학 및 군사학,공공 행정,공공 행정
