,주류,강목,요목번호,요목명,세목번호,세목명
878,Social sciences,Law,342-349,"Branches of law; laws, regulations, cases; law of specific jurisdictions, areas, socioeconomic regions",342-349,"Branches of law; laws, regulations, cases; law of specific jurisdictions, areas, socioeconomic regions"
879,Social sciences,Law,342-349,"Branches of law; laws, regulations, cases; law of specific jurisdictions, areas, socioeconomic regions",342-347,Branches of law
880,Social sciences,Law,342-349,"Branches of law; laws, regulations, cases; law of specific jurisdictions, areas, socioeconomic regions",348,"Laws, regulations, cases"
881,Social sciences,Law,342-349,"Branches of law; laws, regulations, cases; law of specific jurisdictions, areas, socioeconomic regions",349,"Law of specific jurisdictions, areas, socioeconomic regions, regional intergovernmental organizations"
882,Social sciences,Public administration & military science,350,Public administration and military science,350,Public administration and military science
883,Social sciences,Public administration & military science,351,Public administration,351,Public administration
884,Social sciences,Public administration & military science,351,Public administration,351.011,Systems theory--public administration
885,Social sciences,Public administration & military science,351,Public administration,351.025,Directories of persons and organizations
886,Social sciences,Public administration & military science,351,Public administration,351.02854678,Public administration--Internet
887,Social sciences,Public administration & military science,351,Public administration,351.05,Serial publications
888,Social sciences,Public administration & military science,351,Public administration,351.06,Nongovernmental organizations
889,Social sciences,Public administration & military science,351,Public administration,351.07,"Education, research, related topics"
890,Social sciences,Public administration & military science,351,Public administration,351.08,Groups of people
891,Social sciences,Public administration & military science,351,Public administration,351.09,History and biography
892,Social sciences,Public administration & military science,351,Public administration,351.1,"Administration in areas, regions, places in general"
893,Social sciences,Public administration & military science,351,Public administration,351.3-351.9,"Administration in specific continents, countries, localities"
894,Social sciences,Public administration & military science,352-354,Specific topics of public administration,352-354,Specific topics of public administration
895,Social sciences,Public administration & military science,352-354,Specific topics of public administration,352,General considerations of public administration
896,Social sciences,Public administration & military science,352-354,Specific topics of public administration,353,Specific fields of public administration
897,Social sciences,Public administration & military science,352-354,Specific topics of public administration,354,*Public administration of economy and environment
898,Social sciences,Public administration & military science,355,Military science,355,Military science
899,Social sciences,Public administration & military science,355,Military science,355.001,Philosophy and theory
900,Social sciences,Public administration & military science,355,Military science,355.002,Miscellany
901,Social sciences,Public administration & military science,355,Military science,355.003-355.005,Standard subdivisions
902,Social sciences,Public administration & military science,355,Military science,355.006,Organizations
903,Social sciences,Public administration & military science,355,Military science,355.007,Education and related topics
904,Social sciences,Public administration & military science,355,Military science,355.008,Groups of people
905,Social sciences,Public administration & military science,355,Military science,355.009,"History, geographic treatment, biography"
906,Social sciences,Public administration & military science,355,Military science,355.02-355.07,Basic considerations of military science
907,Social sciences,Public administration & military science,355,Military science,355.1,Military life and customs
908,Social sciences,Public administration & military science,355,Military science,355.2,Military resources
909,Social sciences,Public administration & military science,355,Military science,355.3,Organization and personnel of military forces
910,Social sciences,Public administration & military science,355,Military science,355.4,Military operations
911,Social sciences,Public administration & military science,355,Military science,355.5,Military training
912,Social sciences,Public administration & military science,355,Military science,355.6,Military administration
913,Social sciences,Public administration & military science,355,Military science,355.7,Military installations
914,Social sciences,Public administration & military science,355,Military science,355.8,Military equipment and supplies (Matériel)
915,Social sciences,Public administration & military science,356-359,Specific kinds of military forces and warfare,356-359,Specific kinds of military forces and warfare
916,Social sciences,Public administration & military science,356-359,Specific kinds of military forces and warfare,356-357,Land forces and warfare
917,Social sciences,Public administration & military science,356-359,Specific kinds of military forces and warfare,358,Air and other specialized forces and warfare; engineering and related services
918,Social sciences,Public administration & military science,356-359,Specific kinds of military forces and warfare,359,Naval forces and warfare
919,Social sciences,Social problems & social services,360,Social problems and services; associations,360,Social problems and services; associations
920,Social sciences,Social problems & social services,361,Social problems and services,361,Social problems and services
921,Social sciences,Social problems & social services,361,Social problems and services,361.001-361.007,Standard subdivisions
922,Social sciences,Social problems & social services,361,Social problems and services,361.008,Groups of people
923,Social sciences,Social problems & social services,361,Social problems and services,361[.009],"History, geographic treatment, biography"
924,Social sciences,Social problems & social services,361,Social problems and services,361.02-361.06,Specific kinds of assistance
